Dst-Nr85,Ld,Dst-Nr,KZ,Name,Länge,NameL,Dst-Abk,GO-Nr,GO-Abk,Gde-Nr,Gemeinde,Kt.,BP,VP,VG,VD,Y-Koord.,X-Koord.,Höhe,Verkehrsmittel,Quelle_VM,Kommentar_VM,überwachen_VM,use4lineGen
8578234,85,78234,2,"Pfeffingen, Bellevue",20,,,879,BLT Auto,2772,Pfeffingen,BL,*,*,,,"611,620","256,627",394,Bus,Fahrplan,,,
8578236,85,78236,7,"Pfeffingen, Bergmattenweg",25,,,879,BLT Auto,2772,Pfeffingen,BL,*,*,,,"610,914","256,526",394,Bus,Fahrplan,,,
8578235,85,78235,9,"Pfeffingen, Post",16,,,879,BLT Auto,2772,Pfeffingen,BL,*,*,,,"611,376","256,548",394,Bus,Fahrplan,,,
8500021,85,21,6,Pratteln,8,,PR,11,SBB,2831,Pratteln,BL,*,*,*,*,"618,993","263,577",290,Bus_Zug,Fahrplan,,,
8517131,85,17131,4,Pratteln Salina Raurica,23,,PRSR,11,SBB,2831,Pratteln,BL,*,*,,*,"620,426","264,462",272,Bus_Zug,Fahrplan,,,
8595149,85,95149,1,"Pratteln, Aegelmatt",19,,,811,AAGL,2831,Pratteln,BL,*,*,,,"618,293","263,231",287,Bus,Fahrplan,,,
8595150,85,95150,9,"Pratteln, Altersheim",20,,,811,AAGL,2831,Pratteln,BL,*,*,,,"619,075","263,203",296,Bus,Fahrplan,,,
8578351,85,78351,4,"Pratteln, Bahnhof",17,,,811,AAGL,2831,Pratteln,BL,*,*,,,"619,077","263,523",288,Bus,Fahrplan,,,
8594994,85,94994,1,"Pratteln, Bahnhof Nord",22,,,811,AAGL,2831,Pratteln,BL,*,*,,,"618,999","263,634",288,Bus,Fahrplan,,,
8517414,85,17414,4,"Pratteln, Bahnhofstrasse",24,,,823,BVB,2831,Pratteln,BL,*,*,,,"619,069","263,414",289,Bus_Tram,Fahrplan,,,
8595704,85,95704,3,"Pratteln, Breiti",16,,,811,AAGL,2831,Pratteln,BL,*,*,,,"618,614","263,017",283,Bus,Fahrplan,,,
8595702,85,95702,7,"Pratteln, Chästeli",18,,,811,AAGL,2831,Pratteln,BL,*,*,,,"618,128","263,240",283,Bus,Fahrplan,,,
8595152,85,95152,5,"Pratteln, Friedhof Blözen",25,,,811,AAGL,2831,Pratteln,BL,*,*,,,"620,457","263,239",350,Bus,Fahrplan,,,
8578354,85,78354,8,"Pratteln, Gehrenacker",21,,,811,AAGL,2831,Pratteln,BL,*,*,,,"620,000","263,375",279,Bus,Fahrplan,,,
8517415,85,17415,1,"Pratteln, Gempenstrasse",23,,,823,BVB,2831,Pratteln,BL,*,*,,,"618,846","263,437",287,Tram,Fahrplan,,,
8588855,85,88855,2,"Pratteln, Grüssen",17,,,811,AAGL,2831,Pratteln,BL,*,*,,,"618,734","264,092",288,Bus,Fahrplan,,,
8578314,85,78314,2,"Pratteln, Hardwasser",20,,,811,AAGL,2831,Pratteln,BL,*,*,,,"619,667","264,668",268,Bus,Fahrplan,,,
8578315,85,78315,9,"Pratteln, Hülften",17,,,811,AAGL,2831,Pratteln,BL,*,*,,,"621,064","263,305",289,Bus,Fahrplan,,,
8578355,85,78355,5,"Pratteln, Krummeneich",21,,,811,AAGL,2831,Pratteln,BL,*,*,,,"619,908","263,641",276,Bus,Fahrplan,,,
8517416,85,17416,9,"Pratteln, Kästeli",17,,,823,BVB,2831,Pratteln,BL,*,*,,,"618,125","263,434",288,Tram,Fahrplan,,,
8517417,85,17417,7,"Pratteln, Lachmatt",18,,,823,BVB,2831,Pratteln,BL,*,*,,,"617,493","263,376",287,Tram,Fahrplan,,,
8588621,85,88621,8,"Pratteln, Lindli",16,,,811,AAGL,2831,Pratteln,BL,*,*,,,"619,743","263,200",288,Bus,Fahrplan,,,
8578350,85,78350,6,"Pratteln, Längi",15,,,811,AAGL,2831,Pratteln,BL,*,*,,,"620,473","264,776",271,Bus,Fahrplan,,,
8595155,85,95155,8,"Pratteln, Meierhofweg",21,,,811,AAGL,2831,Pratteln,BL,*,*,,,"619,837","263,010",301,Bus,Fahrplan,,,
8588163,85,88163,1,"Pratteln, Münchacker",20,,,811,AAGL,2831,Pratteln,BL,*,*,,,"619,340","263,945",280,Bus,Fahrplan,,,
8578356,85,78356,3,"Pratteln, Rankacker",19,,,811,AAGL,2831,Pratteln,BL,*,*,,,"620,365","263,658",276,Bus,Fahrplan,,,
8595156,85,95156,6,"Pratteln, Rosenmatt",19,,,811,AAGL,2831,Pratteln,BL,*,*,,,"618,672","263,125",296,Bus,Fahrplan,,,
8595701,85,95701,9,"Pratteln, Rührbergweg",21,,,811,AAGL,2831,Pratteln,BL,*,*,,,"619,137","263,993",280,Bus,Fahrplan,,,
8595703,85,95703,5,"Pratteln, Rütscheten",20,,,811,AAGL,2831,Pratteln,BL,*,*,,,"618,302","263,082",283,Bus,Fahrplan,,,
8578313,85,78313,4,"Pratteln, Saline",16,,,811,AAGL,2831,Pratteln,BL,*,*,,,"617,953","264,537",280,Bus,Fahrplan,,,
8578353,85,78353,0,"Pratteln, Schloss",17,,,811,AAGL,2831,Pratteln,BL,*,*,,,"619,354","263,103",274,Bus,Fahrplan,,,
8578352,85,78352,2,"Pratteln, Schlossstrasse",24,,,811,AAGL,2831,Pratteln,BL,*,*,,,"619,250","263,400",288,Bus_Tram,Fahrplan,,,
8595705,85,95705,0,"Pratteln, Schmittiplatz",23,,,811,AAGL,2831,Pratteln,BL,*,*,,,"619,274","263,000",284,Bus,Fahrplan,,,
8595153,85,95153,3,"Pratteln, Zentrum Grüssen",25,,,811,AAGL,2831,Pratteln,BL,*,*,,,"618,920","264,150",289,Bus,Fahrplan,,,
8593507,85,93507,2,"Ramlinsburg, Brunnacker",23,,,879,BLT Auto,2832,Ramlinsburg,BL,*,*,,,"624,775","255,645",510,Bus,Fahrplan,,,
8578257,85,78257,3,"Ramlinsburg, Niderhof",21,,,879,BLT Auto,2832,Ramlinsburg,BL,*,*,,,"624,418","255,565",497,Bus,Fahrplan,,,
8578329,85,78329,0,"Reigoldswil, Bütschen",21,,,811,AAGL,2893,Reigoldswil,BL,*,*,,,"619,239","251,224",512,Bus,Fahrplan,,,
8500852,85,852,4,"Reigoldswil, Dorfplatz",22,,,811,AAGL,2893,Reigoldswil,BL,*,*,,,"619,116","249,650",512,Bus,Fahrplan,,,
8578331,85,78331,6,"Reigoldswil, Gemeindezentrum",28,,,811,AAGL,2893,Reigoldswil,BL,*,*,,,"619,070","249,820",512,Bus,Fahrplan,,,
8578244,85,78244,1,"Reigoldswil, Hoggen",19,,,879,BLT Auto,2893,Reigoldswil,BL,*,*,,,"619,689","249,543",608,Bus,Fahrplan,,,
8578330,85,78330,8,"Reigoldswil, Linde",18,,,811,AAGL,2893,Reigoldswil,BL,*,*,,,"618,974","250,260",512,Bus,Fahrplan,,,
8578247,85,78247,4,"Reigoldswil, Marchmatt",22,,,879,BLT Auto,2893,Reigoldswil,BL,*,*,,,"617,619","250,059",636,Bus,Fahrplan,,,
8578219,85,78219,3,"Reinach BL, Aumatten",20,,,879,BLT Auto,2773,Reinach (BL),BL,*,*,,,"612,050","260,221",308,Bus,Fahrplan,,,
8578216,85,78216,9,"Reinach BL, Bodmenstrasse",25,,,879,BLT Auto,2773,Reinach (BL),BL,*,*,,,"610,883","260,373",308,Bus,Fahrplan,,,
8578220,85,78220,1,"Reinach BL, Bruggstrasse",24,,,879,BLT Auto,2773,Reinach (BL),BL,*,*,,,"612,030","259,906",303,Bus,Fahrplan,,,
8578215,85,78215,1,"Reinach BL, Chäppeli",20,,,879,BLT Auto,2773,Reinach (BL),BL,*,*,,,"610,335","260,372",308,Bus,Fahrplan,,,
8500051,85,51,3,"Reinach BL, Dorf",16,,RACH,37,BLT-blt,2773,Reinach (BL),BL,*,*,,,"611,345","260,244",308,Bus_Tram,Fahrplan,,,
8578218,85,78218,5,"Reinach BL, Landererstrasse",27,,,879,BLT Auto,2773,Reinach (BL),BL,*,*,,,"611,666","260,309",303,Bus_Tram,Fahrplan,,,
8588791,85,88791,9,"Reinach BL, Landhof",19,,,37,BLT-blt,2773,Reinach (BL),BL,*,*,,,"612,134","261,188",306,Bus_Tram,Fahrplan,,,
8588792,85,88792,7,"Reinach BL, Lochacker",21,,,37,BLT-blt,2773,Reinach (BL),BL,*,*,,,"611,864","260,805",306,Bus_Tram,Fahrplan,,,
8578221,85,78221,9,"Reinach BL, Neu-Reinach",23,,,879,BLT Auto,2773,Reinach (BL),BL,*,*,,,"612,639","259,783",295,Bus,Fahrplan,,,
8589234,85,89234,9,"Reinach BL, Neuhofstrasse",25,,,879,BLT Auto,2773,Reinach (BL),BL,*,*,,,"611,754","259,400",306,Bus,Fahrplan,,,
8588793,85,88793,5,"Reinach BL, Reinacherhof",24,,,37,BLT-blt,2773,Reinach (BL),BL,*,*,,,"612,334","262,299",306,Tram,Fahrplan,,,
8500234,85,234,5,"Reinach BL, Surbaum",19,,,37,BLT-blt,2773,Reinach (BL),BL,*,*,,,"612,316","261,744",292,Bus_Tram,Fahrplan,,,
8500233,85,233,7,"Reinach BL, Süd",15,,,37,BLT-blt,2773,Reinach (BL),BL,*,*,,,"611,534","259,472",307,Bus_Tram,Fahrplan,,,
8589264,85,89264,6,"Reinach BL, TechCenter Kägen",28,,,879,BLT Auto,2773,Reinach (BL),BL,*,*,,,"611,998","259,507",301,Bus,Fahrplan,,,
8588794,85,88794,3,"Reinach BL, Vogesenstrasse",26,,,37,BLT-blt,2773,Reinach (BL),BL,*,*,,,"611,427","259,785",306,Bus_Tram,Fahrplan,,,
8589473,85,89473,3,"Riehen Niederholz, Bahnhof",26,,,823,BVB,2703,Riehen,BS,*,*,,,"614,614","268,870",262,Bus,Fahrplan,,,
8589441,85,89441,0,"Riehen, Am Hang",15,,,823,BVB,2703,Riehen,BS,*,*,,,"615,709","268,941",299,Bus,Fahrplan,,,
8589442,85,89442,8,"Riehen, Auf dem Rücken",22,,,823,BVB,2703,Riehen,BS,*,*,,,"616,930","270,207",328,Bus,Fahrplan,,,
8592339,85,92339,1,"Riehen, Bahnhof",15,,,823,BVB,2703,Riehen,BS,*,*,,,"616,042","270,358",280,Bus,Fahrplan,,,
8589443,85,89443,6,"Riehen, Bahnübergang",20,,,823,BVB,2703,Riehen,BS,*,*,,,"615,840","270,071",282,Bus,Fahrplan,,,
8589444,85,89444,4,"Riehen, Bettingerstrasse",24,,,823,BVB,2703,Riehen,BS,*,*,,,"615,691","270,223",276,Bus_Tram,Fahrplan,,,
8589445,85,89445,1,"Riehen, Bluttrainweg",20,,,823,BVB,2703,Riehen,BS,*,*,,,"615,001","268,875",266,Bus,Fahrplan,,,
8589446,85,89446,9,"Riehen, Burgstrasse",19,,,823,BVB,2703,Riehen,BS,*,*,,,"615,068","269,679",272,Tram,Fahrplan,,,
8589447,85,89447,7,"Riehen, Chrischonaweg",21,,,823,BVB,2703,Riehen,BS,*,*,,,"617,217","270,112",338,Bus,Fahrplan,,,
8589448,85,89448,5,"Riehen, Dinkelbergstrasse",25,,,823,BVB,2703,Riehen,BS,*,*,,,"616,501","270,069",300,Bus,Fahrplan,,,
8589449,85,89449,3,"Riehen, Dominikushaus",21,,,823,BVB,2703,Riehen,BS,*,*,,,"616,207","270,252",297,Bus,Fahrplan,,,
8589450,85,89450,1,"Riehen, Dorf",12,,,823,BVB,2703,Riehen,BS,*,*,,,"615,867","270,434",280,Bus_Tram,Fahrplan,,,
8589451,85,89451,9,"Riehen, Fondation Beyeler",25,,,823,BVB,2703,Riehen,BS,*,*,,,"615,962","270,696",281,Tram,Fahrplan,,,
8589452,85,89452,7,"Riehen, Friedhof am Hörnli",26,,,823,BVB,2703,Riehen,BS,*,*,,,"614,881","268,457",264,Bus,Fahrplan,,,
8589453,85,89453,5,"Riehen, Gemeindespital",22,,,823,BVB,2703,Riehen,BS,*,*,,,"616,247","270,505",285,Bus,Fahrplan,,,
8589454,85,89454,3,"Riehen, Gotenstrasse",20,,,823,BVB,2703,Riehen,BS,*,*,,,"614,363","268,920",260,Bus,Fahrplan,,,
8589455,85,89455,0,"Riehen, Grenze",14,,,823,BVB,2703,Riehen,BS,*,*,,,"616,297","271,554",280,Tram,Fahrplan,,,
8589456,85,89456,8,"Riehen, Habermatten",19,,,823,BVB,2703,Riehen,BS,*,*,,,"614,380","269,138",260,Bus_Tram,Fahrplan,,,
8589457,85,89457,6,"Riehen, Haidweg",15,,,823,BVB,2703,Riehen,BS,*,*,,,"617,204","270,205",334,Bus,Fahrplan,,,
8589458,85,89458,4,"Riehen, Hinter Gärten",21,,,823,BVB,2703,Riehen,BS,*,*,,,"616,327","270,752",285,Bus,Fahrplan,,,
8589459,85,89459,2,"Riehen, Hohlweg",15,,,823,BVB,2703,Riehen,BS,*,*,,,"616,682","270,726",307,Bus,Fahrplan,,,
8589461,85,89461,8,"Riehen, Humanitas",17,,,823,BVB,2703,Riehen,BS,*,*,,,"616,901","270,668",319,Bus,Fahrplan,,,
8589462,85,89462,6,"Riehen, Hungerbachhalde",23,,,823,BVB,2703,Riehen,BS,*,*,,,"616,923","270,882",322,Bus,Fahrplan,,,
8589460,85,89460,0,"Riehen, Hörnli Grenze",21,,,823,BVB,2703,Riehen,BS,*,*,,,"614,681","267,991",262,Bus,Fahrplan,,,
8589464,85,89464,2,"Riehen, In der Au",17,,,823,BVB,2703,Riehen,BS,*,*,,,"617,297","270,502",330,Bus,Fahrplan,,,
8589465,85,89465,9,"Riehen, Inzlinger Zoll",22,,,823,BVB,2703,Riehen,BS,*,*,,,"617,495","270,540",288,Bus,Fahrplan,,,
8589466,85,89466,7,"Riehen, Lachenweg",17,,,823,BVB,2703,Riehen,BS,*,*,,,"615,636","269,401",285,Bus,Fahrplan,,,
8589467,85,89467,5,"Riehen, Lörracherstrasse",24,,,823,BVB,2703,Riehen,BS,*,*,,,"616,159","271,319",303,Tram,Fahrplan,,,
8589468,85,89468,3,"Riehen, Martinsrain",19,,,823,BVB,2703,Riehen,BS,*,*,,,"615,986","269,654",303,Bus,Fahrplan,,,
8589469,85,89469,1,"Riehen, Mohrhaldenstrasse",25,,,823,BVB,2703,Riehen,BS,*,*,,,"616,263","270,167",302,Bus,Fahrplan,,,
8589470,85,89470,9,"Riehen, Moosrain",16,,,823,BVB,2703,Riehen,BS,*,*,,,"616,551","270,309",277,Bus,Fahrplan,,,
8589477,85,89477,4,"Riehen, Morystrasse",19,,,823,BVB,2703,Riehen,BS,*,*,,,"615,393","269,273",277,Bus,Fahrplan,,,
8589471,85,89471,7,"Riehen, Mühlestieg",18,,,823,BVB,2703,Riehen,BS,*,*,,,"615,733","269,744",280,Bus,Fahrplan,,,
8589472,85,89472,5,"Riehen, Niederholzboden",23,,,823,BVB,2703,Riehen,BS,*,*,,,"614,773","269,484",265,Tram,Fahrplan,,,
8589474,85,89474,1,"Riehen, Otto Wenk-Platz",23,,,823,BVB,2703,Riehen,BS,*,*,,,"614,928","268,667",266,Bus,Fahrplan,,,
8589475,85,89475,8,"Riehen, Pfaffenloh",18,,,823,BVB,2703,Riehen,BS,*,*,,,"615,222","269,829",274,Tram,Fahrplan,,,
8589476,85,89476,6,"Riehen, Rotengraben",19,,,823,BVB,2703,Riehen,BS,*,*,,,"617,215","271,010",325,Bus,Fahrplan,,,
8589487,85,89487,3,"Riehen, Rudolf Wackernagel-St",29,,,823,BVB,2703,Riehen,BS,*,*,,,"615,478","268,713",286,Bus,Fahrplan,,,
8589479,85,89479,0,"Riehen, Schmiedgasse",20,,,823,BVB,2703,Riehen,BS,*,*,,,"616,141","270,387",287,Bus,Fahrplan,,,
8589480,85,89480,8,"Riehen, Steingrubenweg",22,,,823,BVB,2703,Riehen,BS,*,*,,,"616,539","270,914",292,Bus,Fahrplan,,,
8589481,85,89481,6,"Riehen, Talmattstrasse",22,,,823,BVB,2703,Riehen,BS,*,*,,,"616,563","269,062",367,Bus,Fahrplan,,,
8589482,85,89482,4,"Riehen, Tiefweg",15,,,823,BVB,2703,Riehen,BS,*,*,,,"615,584","269,031",288,Bus,Fahrplan,,,
8589483,85,89483,2,"Riehen, Wasserstelzen",21,,,823,BVB,2703,Riehen,BS,*,*,,,"615,106","269,125",267,Bus,Fahrplan,,,
8589484,85,89484,0,"Riehen, Webergässchen",21,,,823,BVB,2703,Riehen,BS,*,*,,,"615,994","270,484",280,Bus,Fahrplan,,,
8589485,85,89485,7,"Riehen, Weilstrasse",19,,,823,BVB,2703,Riehen,BS,*,*,,,"616,034","270,977",275,Tram,Fahrplan,,,
8589486,85,89486,5,"Riehen, Wenkenhof",17,,,823,BVB,2703,Riehen,BS,*,*,,,"616,107","269,191",326,Bus,Fahrplan,,,
8595720,85,95720,9,"Rodersdorf, Chilchmatten",24,,,879,BLT Auto,2479,Rodersdorf,SO,*,*,,,"601,558","259,122",375,Bus,Fahrplan,,,
8500070,85,70,3,"Rodersdorf, Station",19,,RD,37,BLT-blt,2479,Rodersdorf,SO,*,*,,,"601,540","258,915",394,Bus_Tram,Fahrplan,,,
8500033,85,33,1,Rümlingen,9,,RLG,11,SBB,2859,Rümlingen,BL,*,*,,*,"631,079","252,811",480,Bus_Zug,Fahrplan,,,
8578296,85,78296,1,"Rümlingen, Dorf",15,,RLGD,879,BLT Auto,2859,Rümlingen,BL,*,*,,,"630,900","252,700",480,Bus,Fahrplan,,,
8531252,85,31252,0,Schweizerhalle Schifflände,26,,SHSL,191,BPG,2831,Pratteln,BL,*,*,,,"617,780","264,702",254,Schiff,Fahrplan,,,
8578167,85,78167,4,"Schönenbuch, Dorf",17,,,823,BVB,2774,Schönenbuch,BL,*,*,,,"604,705","265,119",360,Bus,Fahrplan,,,
8578165,85,78165,8,"Schönenbuch, Im Pfeiffensack",28,,,823,BVB,2774,Schönenbuch,BL,*,*,,,"605,215","265,527",360,Bus,Fahrplan,,,
8578166,85,78166,6,"Schönenbuch, Niederfeld",23,,,823,BVB,2774,Schönenbuch,BL,*,*,,,"604,886","265,274",360,Bus,Fahrplan,,,
8502112,85,2112,1,Schönenwerd SO,14,,SCOE,11,SBB,2583,Schönenwerd,SO,*,*,,*,"642,412","246,883",379,Bus_Zug,Fahrplan,,,
8572217,85,72217,3,"Seltisberg, Sonnenblick",23,,,811,AAGL,2833,Seltisberg,BL,*,*,,,"621,549","257,296",479,Bus,Fahrplan,,,
8595733,85,95733,2,"Seltisberg, Verwaltung MZH",26,,,811,AAGL,2833,Seltisberg,BL,*,*,,,"621,296","256,966",494,Bus,Fahrplan,,,
8500799,85,799,7,"Seltisberg, Zentrum Schule",26,,,811,AAGL,2833,Seltisberg,BL,*,*,,*,"621,087","256,675",494,Bus,Fahrplan,,,
8572218,85,72218,1,"Seltisberg, alte Post",21,,,811,AAGL,2833,Seltisberg,BL,*,*,,,"620,875","256,525",493,Bus,Fahrplan,,,
8500204,85,204,8,Selzach,7,,SEL,11,SBB,2556,Selzach,SO,*,*,,*,"601,364","227,742",439,Bus_Zug,Fahrplan,,,
8500026,85,26,5,Sissach,7,,SIS,11,SBB,2861,Sissach,BL,*,*,,*,"628,154","256,952",376,Bus_Zug,Fahrplan,,,
8593512,85,93512,2,"Sissach, Allmend",16,,,879,BLT Auto,2861,Sissach,BL,*,*,,,"627,933","257,598",373,Bus,Fahrplan,,,
8578259,85,78259,9,"Sissach, Bahnhof",16,,,879,BLT Auto,2861,Sissach,BL,*,*,,,"628,217","256,940",376,Bus,Fahrplan,,,
8578261,85,78261,5,"Sissach, Bergweg",16,,,879,BLT Auto,2861,Sissach,BL,*,*,,,"628,234","257,557",376,Bus,Fahrplan,,,
8593510,85,93510,6,"Sissach, Brüel",14,,,879,BLT Auto,2861,Sissach,BL,*,*,,,"627,430","257,458",365,Bus,Fahrplan,,,
8593509,85,93509,8,"Sissach, Bützenen",17,,,879,BLT Auto,2861,Sissach,BL,*,*,,,"628,479","257,139",373,Bus,Fahrplan,,,
8593511,85,93511,4,"Sissach, Grienmatt",18,,,879,BLT Auto,2861,Sissach,BL,*,*,,,"627,439","257,736",361,Bus,Fahrplan,,,
8595639,85,95639,1,"Sissach, Güterstrasse",21,,,879,BLT Auto,2861,Sissach,BL,*,*,,,"628,496","256,841",376,Bus,Fahrplan,,,
8578265,85,78265,6,"Sissach, Hinteregg",18,,,879,BLT Auto,2861,Sissach,BL,*,*,,,"628,140","258,841",376,Bus,Fahrplan,,,
8578262,85,78262,3,"Sissach, Hofacker",17,,,879,BLT Auto,2861,Sissach,BL,*,*,,,"628,219","257,862",376,Bus,Fahrplan,,,
8578276,85,78276,3,"Sissach, Kreuzmatt",18,,,879,BLT Auto,2861,Sissach,BL,*,*,,,"628,824","256,864",379,Bus,Fahrplan,,,
8578263,85,78263,1,"Sissach, Letten",15,,,879,BLT Auto,2861,Sissach,BL,*,*,,,"628,558","258,279",376,Bus,Fahrplan,,,
8578260,85,78260,7,"Sissach, Pfarrgässli",20,,,879,BLT Auto,2861,Sissach,BL,*,*,,,"628,064","257,232",376,Bus,Fahrplan,,,
8578278,85,78278,9,"Sissach, Sekundarschule",23,,,879,BLT Auto,2861,Sissach,BL,*,*,,,"627,777","256,362",376,Bus,Fahrplan,,,
8578266,85,78266,4,"Sissach, Sissacher Fluh",23,,,879,BLT Auto,2861,Sissach,BL,*,*,,,"628,295","259,376",376,Bus,Fahrplan,,,
8578264,85,78264,9,"Sissach, Voregg",15,,,879,BLT Auto,2861,Sissach,BL,*,*,,,"628,315","258,482",376,Bus,Fahrplan,,,
8500207,85,207,1,Solothurn,9,,SO,11,SBB,2601,Solothurn,SO,*,*,*,*,"607,884","228,143",432,Bus_Zug,Fahrplan,,,
8518963,85,18963,9,Solothurn Allmend,17,,SOAD,11,SBB,2601,Solothurn,SO,*,*,,*,"606,273","228,663",443,Bus_Zug,Fahrplan,,,
8500206,85,206,3,Solothurn West,14,,SW,11,SBB,2601,Solothurn,SO,*,*,,*,"607,070","228,423",433,Bus_Zug,Fahrplan,,,
8500032,85,32,3,Sommerau,8,,SOM,11,SBB,2846,Gelterkinden,BL,*,*,,*,"631,142","254,328",450,Bus_Zug,Fahrplan,,,
8587049,85,87049,3,"Sommerau, Kantonsstrasse",24,,SOKS,11,SBB,2846,Gelterkinden,BL,*,*,,,"631,047","254,039",450,Bus,Fahrplan,,,
8500080,85,80,2,Talhaus,7,,TALH,94,BLT-wb,2823,Bubendorf,BL,*,*,,,"623,465","255,675",374,Zug,Fahrplan,,,
8500028,85,28,1,Tecknau,7,,TK,11,SBB,2862,Tecknau,BL,*,*,,*,"633,864","255,093",445,Bus_Zug,Fahrplan,,,
8578282,85,78282,1,Tenniken,8,,,879,BLT Auto,2863,Tenniken,BL,*,*,,,"628,036","254,058",425,Bus,Fahrplan,,,
8593513,85,93513,0,"Therwil, Birsmatt",17,,,879,BLT Auto,2775,Therwil,BL,*,*,,,"608,681","261,316",302,Bus,Fahrplan,,,
8578213,85,78213,6,"Therwil, Jurastrasse",20,,,879,BLT Auto,2775,Therwil,BL,*,*,,,"609,230","260,748",309,Bus,Fahrplan,,,
8588795,85,88795,0,"Therwil, Känelmatt",18,,,37,BLT-blt,2775,Therwil,BL,*,*,,,"608,746","260,487",309,Tram,Fahrplan,,,
8578210,85,78210,2,"Therwil, Lindenfeld",19,,,879,BLT Auto,2775,Therwil,BL,*,*,,,"608,235","260,898",309,Bus,Fahrplan,,,
8578211,85,78211,0,"Therwil, Mittlerer Kreis",24,,,879,BLT Auto,2775,Therwil,BL,*,*,,,"608,565","260,929",306,Bus,Fahrplan,,,
8578214,85,78214,4,"Therwil, Mooswasen",18,,,879,BLT Auto,2775,Therwil,BL,*,*,,,"609,631","260,582",306,Bus,Fahrplan,,,
8500064,85,64,6,"Therwil, Zentrum",16,,TWIL,37,BLT-blt,2775,Therwil,BL,*,*,,,"608,932","260,960",307,Bus_Tram,Fahrplan,,,
8578292,85,78292,0,"Thürnen, Dorf",13,,,879,BLT Auto,2864,Thürnen,BL,*,*,,,"629,429","256,245",397,Bus,Fahrplan,,,
8578290,85,78290,4,"Thürnen, Grabacker",18,,,879,BLT Auto,2864,Thürnen,BL,*,*,,,"629,153","256,565",403,Bus,Fahrplan,,,
8595718,85,95718,3,"Thürnen, Langmatt",17,,,879,BLT Auto,2864,Thürnen,BL,*,*,,,"629,648","255,767",398,Bus,Fahrplan,,,
8500857,85,857,3,"Titterten, Gemeindehaus",23,,,811,AAGL,2894,Titterten,BL,*,*,,,"621,045","250,133",661,Bus,Fahrplan,,,
8578336,85,78336,5,"Titterten, March",16,,,811,AAGL,2894,Titterten,BL,*,*,,,"620,462","249,767",661,Bus,Fahrplan,,,
8500037,85,37,2,Trimbach,8,,TRI,11,SBB,2500,Trimbach,SO,*,*,,*,"635,174","246,238",435,Bus_Zug,Fahrplan,,,
8500087,85,87,7,Waldenburg,10,,WAG,94,BLT-wb,2895,Waldenburg,BL,*,*,,*,"623,424","248,430",518,Zug,Fahrplan,,,
8500216,85,216,2,Wangen bei Olten,16,,WBOL,11,SBB,2586,Wangen bei Olten,SO,*,*,*,*,"632,475","243,482",417,Bus_Zug,Fahrplan,,,
8578274,85,78274,8,"Wintersingen, Blumatt",21,,,879,BLT Auto,2866,Wintersingen,BL,*,*,,,"629,124","261,135",430,Bus,Fahrplan,,,
8578270,85,78270,6,"Wintersingen, Breitenhof",24,,,879,BLT Auto,2866,Wintersingen,BL,*,*,,,"628,272","260,056",430,Bus,Fahrplan,,,
8578272,85,78272,2,"Wintersingen, Dorf",18,,,879,BLT Auto,2866,Wintersingen,BL,*,*,,,"629,277","260,309",454,Bus,Fahrplan,,,
8578273,85,78273,0,"Wintersingen, Post",18,,,879,BLT Auto,2866,Wintersingen,BL,*,*,,,"628,972","260,700",431,Bus,Fahrplan,,,
8578271,85,78271,4,"Wintersingen, Steindler",23,,,879,BLT Auto,2866,Wintersingen,BL,*,*,,,"628,711","259,786",415,Bus,Fahrplan,,,
8592455,85,92455,5,"Witterswil, Bahnhofstrasse",26,,,879,BLT Auto,2481,Witterswil,SO,*,*,,,"606,370","259,612",348,Bus,Fahrplan,,,
8588796,85,88796,8,"Witterswil, Sonnenrain",22,,,37,BLT-blt,2481,Witterswil,SO,*,*,,,"606,786","259,575",352,Tram,Fahrplan,,,
8500066,85,66,1,"Witterswil, Station",19,,WW,37,BLT-blt,2481,Witterswil,SO,*,*,,,"606,299","259,630",352,Bus_Tram,Fahrplan,,,
8578299,85,78299,5,"Wittinsburg, Bodenacher",23,,,879,BLT Auto,2867,Wittinsburg,BL,*,*,,,"630,380","252,611",568,Bus,Fahrplan,,,
8588419,85,88419,7,"Wittinsburg, Chamber",20,,,879,BLT Auto,2867,Wittinsburg,BL,*,*,,,"630,543","252,831",568,Bus,Fahrplan,,,
8578295,85,78295,3,"Wittinsburg, Tschattnau",23,,,879,BLT Auto,2867,Wittinsburg,BL,*,*,,,"630,863","253,525",568,Bus,Fahrplan,,,
8578325,85,78325,8,"Ziefen, Diegmatt",16,,,811,AAGL,2834,Ziefen,BL,*,*,,,"620,573","253,522",428,Bus,Fahrplan,,,
8578328,85,78328,2,"Ziefen, Fraumatt",16,,,811,AAGL,2834,Ziefen,BL,*,*,,,"619,391","252,355",428,Bus,Fahrplan,,,
8578327,85,78327,4,"Ziefen, Hofmatt",15,,,811,AAGL,2834,Ziefen,BL,*,*,,,"619,823","253,063",428,Bus,Fahrplan,,,
8578326,85,78326,6,"Ziefen, Mühlegasse",18,,,811,AAGL,2834,Ziefen,BL,*,*,,,"620,001","253,304",428,Bus,Fahrplan,,,
8500851,85,851,6,"Ziefen, Zentrum",15,,,811,AAGL,2834,Ziefen,BL,*,*,,,"620,266","253,383",428,Bus,Fahrplan,,,
