Dst-Nr85,Ld,Dst-Nr,KZ,Name,Länge,NameL,Dst-Abk,GO-Nr,GO-Abk,Gde-Nr,Gemeinde,Kt.,BP,VP,VG,VD,Y-Koord.,X-Koord.,Höhe,Verkehrsmittel,Quelle_VM,Kommentar_VM,überwachen_VM,use4lineGen
8595444,85,95444,6,"Füllinsdorf, Ebene",18,,,811,AAGL,2825,Füllinsdorf,BL,*,*,,,"621,288","261,822",303,Bus,Fahrplan,,,
8589404,85,89404,8,"Füllinsdorf, Friedhofweg",24,,,811,AAGL,2825,Füllinsdorf,BL,*,*,,,"621,928","261,786",323,Bus,Fahrplan,,,
8589405,85,89405,5,"Füllinsdorf, Giebenacherstr.",28,,,811,AAGL,2825,Füllinsdorf,BL,*,*,,,"621,998","262,042",363,Bus,Fahrplan,,,
8578316,85,78316,7,"Füllinsdorf, Kittler",20,,,811,AAGL,2825,Füllinsdorf,BL,*,*,,,"621,221","262,416",293,Bus,Fahrplan,,,
8589407,85,89407,1,"Füllinsdorf, Niederschönthal",28,,,811,AAGL,2825,Füllinsdorf,BL,*,*,,,"621,655","261,300",294,Bus,Fahrplan,,,
8589408,85,89408,9,"Füllinsdorf, Obere Hofackerstr",30,,,811,AAGL,2825,Füllinsdorf,BL,*,*,,,"622,264","261,699",377,Bus,Fahrplan,,,
8589409,85,89409,7,"Füllinsdorf, Rössliplatz",24,,,811,AAGL,2825,Füllinsdorf,BL,*,*,,,"621,961","261,685",329,Bus,Fahrplan,,,
8578317,85,78317,5,"Füllinsdorf, Schönthal",22,,,811,AAGL,2825,Füllinsdorf,BL,*,*,,,"621,335","261,373",300,Bus,Fahrplan,,,
8500027,85,27,3,Gelterkinden,12,,GKD,11,SBB,2846,Gelterkinden,BL,*,*,,*,"630,839","257,314",403,Bus_Zug,Fahrplan,,,
8595473,85,95473,5,"Gelterkinden, Rohrbachweg",25,,,879,BLT Auto,2846,Gelterkinden,BL,*,*,,,"630,866","257,198",391,Bus,Fahrplan,,,
8572240,85,72240,5,"Giebenach, Lindenplatz",22,,,811,AAGL,2826,Giebenach,BL,*,*,,,"623,268","263,756",319,Bus,Fahrplan,,,
8578346,85,78346,4,"Giebenach, Rainweg",18,,,811,AAGL,2826,Giebenach,BL,*,*,,,"622,938","263,689",322,Bus,Fahrplan,,,
8500115,85,115,6,Grellingen,10,,GREL,11,SBB,2786,Grellingen,BL,*,*,*,*,"611,568","254,511",322,Zug,Fahrplan,,,
8500202,85,202,2,Grenchen Süd,12,,GS,11,SBB,2546,Grenchen,SO,*,*,*,*,"596,934","226,425",440,Bus_Zug,Fahrplan,,,
8500960,85,960,5,"Hersberg, Dorf",14,,,811,AAGL,2827,Hersberg,BL,*,*,,,"625,850","260,125",529,Bus,Fahrplan,,,
8572236,85,72236,3,"Hersberg, Schützen",18,,,811,AAGL,2827,Hersberg,BL,*,*,,,"625,925","259,950",529,Bus,Fahrplan,,,
8500094,85,94,3,Hirschlang,10,,HING,94,BLT-wb,2891,Niederdorf,BL,*,*,,,"623,892","251,083",461,Zug,Fahrplan,,,
8578303,85,78303,5,"Häfelfingen, Dorf",17,,,879,BLT Auto,2847,Häfelfingen,BL,*,*,,,"632,258","251,667",545,Bus,Fahrplan,,,
8578302,85,78302,7,"Häfelfingen, Weidweg",20,,,879,BLT Auto,2847,Häfelfingen,BL,*,*,,,"631,909","251,798",545,Bus,Fahrplan,,,
8500215,85,215,4,Hägendorf,9,,HAE,11,SBB,2579,Hägendorf,SO,*,*,*,*,"630,627","242,234",428,Bus_Zug,Fahrplan,,,
8500084,85,84,4,Hölstein,8,,HOE,94,BLT-wb,2886,Hölstein,BL,*,*,,,"625,088","253,011",423,Zug,Fahrplan,,,
8500092,85,92,7,Hölstein Süd,12,,HOES,94,BLT-wb,2886,Hölstein,BL,*,*,,,"624,839","252,515",432,Zug,Fahrplan,,,
8500093,85,93,5,Hölstein Weidbächli,19,,HOEW,94,BLT-wb,2886,Hölstein,BL,*,*,,,"624,514","252,053",446,Zug,Fahrplan,,,
8578250,85,78250,8,"Hölstein, Bahnhof",17,,,879,BLT Auto,2886,Hölstein,BL,*,*,,,"625,099","252,992",423,Bus,Fahrplan,,,
8578251,85,78251,6,"Hölstein, Oris",14,,,879,BLT Auto,2886,Hölstein,BL,*,*,,,"625,014","252,631",423,Bus,Fahrplan,,,
8592304,85,92304,5,"Hölstein, Süd",13,,,811,AAGL,2886,Hölstein,BL,*,*,,,"624,834","252,535",488,Bus,Fahrplan,,,
8592305,85,92305,2,"Hölstein, Weidbächli",20,,,811,AAGL,2886,Hölstein,BL,*,*,,,"624,508","252,057",468,Bus,Fahrplan,,,
8500025,85,25,7,Itingen,7,,IT,11,SBB,2849,Itingen,BL,*,*,,*,"626,281","257,446",359,Zug,Fahrplan,,,
8578298,85,78298,7,"Känerkinden, Dorf",17,,,879,BLT Auto,2850,Känerkinden,BL,*,*,,,"630,092","251,343",552,Bus,Fahrplan,,,
8588075,85,88075,7,"Känerkinden, Schulhaus",22,,,879,BLT Auto,2850,Känerkinden,BL,*,*,,,"630,189","251,553",552,Bus,Fahrplan,,,
8578255,85,78255,7,"Lampenberg, Bündtenweg",22,,,879,BLT Auto,2887,Lampenberg,BL,*,*,,,"624,219","253,097",396,Bus,Fahrplan,,,
8578254,85,78254,0,"Lampenberg, Dorf",16,,,879,BLT Auto,2887,Lampenberg,BL,*,*,,,"624,171","252,847",526,Bus,Fahrplan,,,
8500083,85,83,6,Lampenberg-Ramlinsburg,22,,LGRG,94,BLT-wb,2887,Lampenberg,BL,*,*,,,"624,332","254,685",396,Zug,Fahrplan,,,
8578256,85,78256,5,"Lampenberg-Ramlinsburg,Station",30,,,879,BLT Auto,2887,Lampenberg,BL,*,*,,,"624,363","254,647",396,Bus,Fahrplan,,,
8500113,85,113,1,Laufen,6,,LFN,11,SBB,2787,Laufen,BL,*,*,,*,"604,830","252,061",355,Zug,Fahrplan,,,
8500024,85,24,0,Lausen,6,,LSN,11,SBB,2828,Lausen,BL,*,*,*,*,"624,215","257,763",344,Zug,Fahrplan,,,
8589411,85,89411,3,"Lausen, Bahnhof",15,,,811,AAGL,2828,Lausen,BL,*,*,,,"624,197","257,777",399,Bus,Fahrplan,,,
8589412,85,89412,1,"Lausen, Bettleten",17,,,811,AAGL,2828,Lausen,BL,*,*,,,"623,832","257,956",343,Bus,Fahrplan,,,
8589413,85,89413,9,"Lausen, Furlen",14,,,811,AAGL,2828,Lausen,BL,*,*,,,"624,124","257,150",406,Bus,Fahrplan,,,
8589414,85,89414,7,"Lausen, Furlenboden",19,,,811,AAGL,2828,Lausen,BL,*,*,,,"624,071","257,475",375,Bus,Fahrplan,,,
8589415,85,89415,4,"Lausen, Gemeindeverwaltung",26,,,811,AAGL,2828,Lausen,BL,*,*,,,"624,185","258,102",311,Bus,Fahrplan,,,
8589416,85,89416,2,"Lausen, Kirchstrasse",20,,,811,AAGL,2828,Lausen,BL,*,*,,,"624,098","258,352",329,Bus,Fahrplan,,,
8593500,85,93500,7,"Lausen, Langmatt",16,,,879,BLT Auto,2828,Lausen,BL,*,*,,,"625,084","257,618",362,Bus,Fahrplan,,,
8594067,85,94067,6,"Lausen, Mülizelg",16,,,811,AAGL,2828,Lausen,BL,*,*,,,"624,638","257,767",343,Bus,Fahrplan,,,
8589417,85,89417,0,"Lausen, Ronda",13,,,811,AAGL,2828,Lausen,BL,*,*,,,"623,640","258,313",332,Bus,Fahrplan,,,
8589418,85,89418,8,"Lausen, Stutz",13,,,811,AAGL,2828,Lausen,BL,*,*,,,"624,770","258,236",347,Bus,Fahrplan,,,
8578246,85,78246,6,Lauwil,6,,,879,BLT Auto,2889,Lauwil,BL,*,*,,,"617,897","248,850",637,Bus,Fahrplan,,,
8578242,85,78242,5,"Liedertswil, Dorf",17,,,879,BLT Auto,2890,Liedertswil,BL,*,*,,,"621,181","249,000",633,Bus,Fahrplan,,,
8578243,85,78243,3,"Liedertswil, Sixfeld",20,,,879,BLT Auto,2890,Liedertswil,BL,*,*,,,"620,757","248,946",633,Bus,Fahrplan,,,
8500023,85,23,2,Liestal,7,,LST,11,SBB,2829,Liestal,BL,*,*,,*,"622,063","259,340",327,Bus_Zug,Fahrplan,,,
8572235,85,72235,5,"Liestal, Abzw. Hersberg",23,,,811,AAGL,2829,Liestal,BL,*,*,,,"624,850","259,875",497,Bus,Fahrplan,,,
8572230,85,72230,6,"Liestal, Altersheim",19,,,811,AAGL,2829,Liestal,BL,*,*,,,"622,900","259,525",350,Bus,Fahrplan,,,
8578321,85,78321,7,"Liestal, Altmarkt",17,,,811,AAGL,2829,Liestal,BL,*,*,,,"623,143","258,570",327,Bus,Fahrplan,,,
8572212,85,72212,4,"Liestal, Bahnhof",16,,,811,AAGL,2829,Liestal,BL,*,*,,,"622,086","259,325",340,Bus,Fahrplan,,,
8572214,85,72214,0,"Liestal, Burg",13,,,811,AAGL,2829,Liestal,BL,*,*,,,"622,473","259,006",327,Bus,Fahrplan,,,
8572215,85,72215,7,"Liestal, Eglisacker",19,,,811,AAGL,2829,Liestal,BL,*,*,,,"622,221","258,387",405,Bus,Fahrplan,,,
8589419,85,89419,6,"Liestal, Elektra",16,,,811,AAGL,2829,Liestal,BL,*,*,,,"622,262","259,684",314,Bus,Fahrplan,,,
8589420,85,89420,4,"Liestal, Fraumatt",17,,,811,AAGL,2829,Liestal,BL,*,*,,,"621,749","260,575",301,Bus,Fahrplan,,,
8572229,85,72229,8,"Liestal, Gestadeckplatz",23,,,811,AAGL,2829,Liestal,BL,*,*,,,"622,525","259,525",327,Bus,Fahrplan,,,
8589421,85,89421,2,"Liestal, Hallenbad",18,,,811,AAGL,2829,Liestal,BL,*,*,,,"623,073","259,166",318,Bus,Fahrplan,,,
8589422,85,89422,0,"Liestal, Heidenloch",19,,,811,AAGL,2829,Liestal,BL,*,*,,,"623,394","259,074",335,Bus,Fahrplan,,,
8589423,85,89423,8,"Liestal, Industriestrasse",25,,,811,AAGL,2829,Liestal,BL,*,*,,*,"621,279","260,385",312,Bus,Fahrplan,,,
8578318,85,78318,3,"Liestal, Kantonsspital",22,,,811,AAGL,2829,Liestal,BL,*,*,,,"621,999","259,641",327,Bus,Fahrplan,,,
8589425,85,89425,3,"Liestal, Kessel",15,,,811,AAGL,2829,Liestal,BL,*,*,,,"621,969","260,102",313,Bus,Fahrplan,,,
8572216,85,72216,5,"Liestal, Kinderheim auf Berg",28,,,811,AAGL,2829,Liestal,BL,*,*,,,"622,050","257,850",449,Bus,Fahrplan,,,
8572233,85,72233,0,"Liestal, Leisenberg",19,,,811,AAGL,2829,Liestal,BL,*,*,,,"623,575","259,350",375,Bus,Fahrplan,,,
8589426,85,89426,1,"Liestal, Munzach",16,,,811,AAGL,2829,Liestal,BL,*,*,,,"621,261","259,969",325,Bus,Fahrplan,,,
8500858,85,858,1,"Liestal, Radacker",17,,,811,AAGL,2829,Liestal,BL,*,*,,,"621,540","260,361",327,Bus,Fahrplan,,,
8595445,85,95445,3,"Liestal, Ringwald",17,,,811,AAGL,2829,Liestal,BL,*,*,,,"621,419","260,886",306,Bus,Fahrplan,,,
8594336,85,94336,5,"Liestal, Schildareal",20,,,811,AAGL,2829,Liestal,BL,*,*,,,"621,746","259,992",309,Bus,Fahrplan,,,
8500859,85,859,9,"Liestal, Stadion",16,,,811,AAGL,2829,Liestal,BL,*,*,,,"622,982","258,667",324,Bus,Fahrplan,,,
8578320,85,78320,9,"Liestal, Wasserturmplatz",24,,,811,AAGL,2829,Liestal,BL,*,*,,,"622,356","259,156",324,Bus,Fahrplan,,,
8572234,85,72234,8,"Liestal, Windenthal",19,,,811,AAGL,2829,Liestal,BL,*,*,,,"624,079","259,475",431,Bus,Fahrplan,,,
8572232,85,72232,2,"Liestal, im Rank",16,,,811,AAGL,2829,Liestal,BL,*,*,,,"623,370","259,241",361,Bus,Fahrplan,,,
8572231,85,72231,4,"Liestal, äussere Arisdörferstr",30,,,811,AAGL,2829,Liestal,BL,*,*,,,"623,100","259,350",360,Bus,Fahrplan,,,
8500971,85,971,2,"Lupsingen, Dorf",15,,,811,AAGL,2830,Lupsingen,BL,*,*,,*,"619,250","255,025",431,Bus,Fahrplan,,,
8580812,85,80812,1,"Lupsingen, Höfli",16,,,811,AAGL,2830,Lupsingen,BL,*,*,,,"619,820","255,250",460,Bus,Fahrplan,,,
8580563,85,80563,0,"Lupsingen, Mehrzweckhalle",25,,,811,AAGL,2830,Lupsingen,BL,*,*,,,"619,415","255,197",425,Bus,Fahrplan,,,
8572219,85,72219,9,"Lupsingen, Oristalbrücke",24,,,811,AAGL,2830,Lupsingen,BL,*,*,,,"619,550","256,100",394,Bus,Fahrplan,,,
8580564,85,80564,8,"Lupsingen, Schützenhaus",23,,,811,AAGL,2830,Lupsingen,BL,*,*,,,"620,100","255,550",467,Bus,Fahrplan,,,
8500208,85,208,9,Luterbach-Attisholz,19,,LUT,11,SBB,2527,Luterbach,SO,*,*,*,*,"610,975","229,589",430,Bus_Zug,Fahrplan,,,
8500035,85,35,6,Läufelfingen,12,,LF,11,SBB,2852,Läufelfingen,BL,*,*,,*,"631,528","249,117",559,Bus_Zug,Fahrplan,,,
8592449,85,92449,8,"Läufelfingen, Bahnhof",21,,,879,BLT Auto,2852,Läufelfingen,BL,*,*,,,"631,545","249,154",561,Bus,Fahrplan,,,
8587564,85,87564,1,"Läufelfingen, Dorf",18,,,879,BLT Auto,2852,Läufelfingen,BL,*,*,,,"631,447","249,492",559,Bus,Fahrplan,,,
8500020,85,20,8,Muttenz,7,,MU,11,SBB,2770,Muttenz,BL,*,*,*,*,"615,757","264,782",281,Bus_Zug,Fahrplan,,,
8530784,85,30784,3,Muttenz Schifflände,19,,,191,BPG,2770,Muttenz,BL,*,*,,,"615,635","266,540",274,Schiff,Fahrplan,,,
8578311,85,78311,8,"Muttenz, Auhafen",16,,,811,AAGL,2770,Muttenz,BL,*,*,,,"616,680","265,178",266,Bus,Fahrplan,,,
8578193,85,78193,0,"Muttenz, Bahnhof",16,,,879,BLT Auto,2770,Muttenz,BL,*,*,,,"615,748","264,737",281,Bus,Fahrplan,,,
8588159,85,88159,9,"Muttenz, Bizenen",16,,,879,BLT Auto,2770,Muttenz,BL,*,*,,,"616,088","264,495",273,Bus,Fahrplan,,,
8500256,85,256,8,"Muttenz, Dorf",13,,,37,BLT-blt,2770,Muttenz,BL,*,*,,,"615,713","263,986",286,Bus_Tram,Fahrplan,,,
8578195,85,78195,5,"Muttenz, Fachhochschule",23,,,879,BLT Auto,2770,Muttenz,BL,*,*,,,"615,028","264,900",281,Bus,Fahrplan,,,
8517409,85,17409,4,"Muttenz, Freidorf",17,,,823,BVB,2770,Muttenz,BL,*,*,,,"614,143","265,002",273,Tram,Fahrplan,,,
8578194,85,78194,8,"Muttenz, Genossenschaftsstr.",28,,,879,BLT Auto,2770,Muttenz,BL,*,*,,,"615,266","264,832",281,Bus,Fahrplan,,,
8578189,85,78189,8,"Muttenz, Hallenbad",18,,,879,BLT Auto,2770,Muttenz,BL,*,*,,,"614,983","263,982",281,Bus,Fahrplan,,,
8588068,85,88068,2,"Muttenz, Infrapark",18,,,879,BLT Auto,2770,Muttenz,BL,*,*,,,"617,033","264,618",281,Bus,Fahrplan,,,
8578192,85,78192,2,"Muttenz, Kirschgartenstrasse",28,,,879,BLT Auto,2770,Muttenz,BL,*,*,,,"615,690","264,416",281,Bus,Fahrplan,,,
8517410,85,17410,2,"Muttenz, Käppeli",16,,,823,BVB,2770,Muttenz,BL,*,*,,,"614,385","264,729",278,Tram,Fahrplan,,,
8578196,85,78196,3,"Muttenz, Lutzert",16,,,879,BLT Auto,2770,Muttenz,BL,*,*,,,"614,726","264,828",281,Bus,Fahrplan,,,
8578190,85,78190,6,"Muttenz, Mittenza",17,,,879,BLT Auto,2770,Muttenz,BL,*,*,,,"615,564","263,600",281,Bus,Fahrplan,,,
8588070,85,88070,8,"Muttenz, Novartis",17,,,879,BLT Auto,2770,Muttenz,BL,*,*,,,"617,456","264,557",269,Bus,Fahrplan,,,
8593504,85,93504,9,"Muttenz, Pantheon",17,,,879,BLT Auto,2770,Muttenz,BL,*,*,,,"614,635","265,115",276,Bus,Fahrplan,,,
8517411,85,17411,0,"Muttenz, Rothausstrasse",23,,,823,BVB,2770,Muttenz,BL,*,*,,,"616,382","263,819",285,Tram,Fahrplan,,,
8588069,85,88069,0,"Muttenz, Schweizerhalle",23,,,879,BLT Auto,2770,Muttenz,BL,*,*,,,"617,306","264,750",269,Bus,Fahrplan,,,
8517412,85,17412,8,"Muttenz, Schützenstrasse",24,,,823,BVB,2770,Muttenz,BL,*,*,,,"615,250","264,244",283,Tram,Fahrplan,,,
8595601,85,95601,1,"Muttenz, Untere Hard",20,,,811,AAGL,2770,Muttenz,BL,*,*,,,"614,743","266,346",250,Bus,Fahrplan,,,
8578188,85,78188,0,"Muttenz, Unterwart",18,,,879,BLT Auto,2770,Muttenz,BL,*,*,,,"614,383","264,367",284,Bus,Fahrplan,,,
8500853,85,853,2,"Muttenz, Waldhaus",17,,,811,AAGL,2770,Muttenz,BL,*,*,,,"615,574","266,016",254,Bus,Fahrplan,,,
8517413,85,17413,6,"Muttenz, Zum Park",17,,,823,BVB,2770,Muttenz,BL,*,*,,,"614,989","264,460",281,Tram,Fahrplan,,,
8500119,85,119,8,Münchenstein,12,,MST,11,SBB,2769,Münchenstein,BL,*,*,*,*,"613,481","262,531",273,Zug,Fahrplan,,,
8595636,85,95636,7,"Münchenstein, APH Hofmatt",25,,,879,BLT Auto,2769,Münchenstein,BL,*,*,,,"613,261","263,080",280,Bus,Fahrplan,,,
8593502,85,93502,3,"Münchenstein, Bahnhof",21,,,879,BLT Auto,2769,Münchenstein,BL,*,*,,,"613,497","262,536",273,Bus,Fahrplan,,,
8578186,85,78186,4,"Münchenstein, Birseckstrasse",28,,,879,BLT Auto,2769,Münchenstein,BL,*,*,,,"613,380","263,862",273,Bus_Tram,Fahrplan,,,
8500076,85,76,0,"Münchenstein, Dorf",18,,MSTD,37,BLT-blt,2769,Münchenstein,BL,*,*,,,"613,625","262,390",278,Tram,Fahrplan,,,
8588785,85,88785,1,"Münchenstein, Elektra Birseck",29,,,37,BLT-blt,2769,Münchenstein,BL,*,*,,,"613,602","262,775",278,Bus_Tram,Fahrplan,,,
8578183,85,78183,1,"Münchenstein, Florastrasse",26,,,879,BLT Auto,2769,Münchenstein,BL,*,*,,,"613,157","263,339",273,Bus,Fahrplan,,,
8500235,85,235,2,"Münchenstein, Freilager",23,,,37,BLT-blt,2769,Münchenstein,BL,*,*,,,"613,014","264,603",283,Tram,Fahrplan,,,
8594681,85,94681,4,"Münchenstein, Friedhof",22,,,879,BLT Auto,2769,Münchenstein,BL,*,*,,,"613,741","262,527",299,Bus,Fahrplan,,,
8588786,85,88786,9,"Münchenstein, Gartenstadt",25,,,37,BLT-blt,2769,Münchenstein,BL,*,*,,,"612,711","263,339",278,Bus_Tram,Fahrplan,,,
8578181,85,78181,5,"Münchenstein, Grabenacker",25,,,879,BLT Auto,2769,Münchenstein,BL,*,*,,,"612,525","263,741",273,Bus,Fahrplan,,,
8588787,85,88787,7,"Münchenstein, Heiligholz",24,,,37,BLT-blt,2769,Münchenstein,BL,*,*,,,"612,434","262,876",278,Tram,Fahrplan,,,
8500095,85,95,0,"Münchenstein, Hofmatt",21,,HOFM,37,BLT-blt,2769,Münchenstein,BL,*,*,,,"613,521","263,224",268,Bus_Tram,Fahrplan,,,
8595637,85,95637,5,"Münchenstein, Klinik Birshof",28,,,879,BLT Auto,2769,Münchenstein,BL,*,*,,,"612,535","264,141",290,Bus,Fahrplan,,,
8530777,85,30777,7,"Münchenstein, Loogstrasse",25,,MSTL,37,BLT-blt,2769,Münchenstein,BL,*,*,,,"612,915","263,508",285,Tram,Fahrplan,,,
8588072,85,88072,4,"Münchenstein, Neuewelt",22,,MSTN,37,BLT-blt,2769,Münchenstein,BL,*,*,,,"613,230","264,228",272,Bus_Tram,Fahrplan,,,
8578184,85,78184,9,"Münchenstein, Pumpwerkstrasse",29,,,879,BLT Auto,2769,Münchenstein,BL,*,*,,,"613,373","263,179",273,Bus,Fahrplan,,,
8588073,85,88073,2,"Münchenstein, Schaulager",24,,MSTS,37,BLT-blt,2769,Münchenstein,BL,*,*,,,"613,027","264,127",278,Bus_Tram,Fahrplan,,,
8594682,85,94682,2,"Münchenstein, Schlossmatt",25,,,879,BLT Auto,2769,Münchenstein,BL,*,*,,,"614,321","262,359",370,Bus,Fahrplan,,,
8588788,85,88788,5,"Münchenstein, Spengler",22,,,37,BLT-blt,2769,Münchenstein,BL,*,*,,,"613,049","263,869",278,Tram,Fahrplan,,,
8595638,85,95638,3,"Münchenstein, Sportplatz Au",27,,,879,BLT Auto,2769,Münchenstein,BL,*,*,,,"613,156","262,597",276,Bus,Fahrplan,,,
8592452,85,92452,2,"Münchenstein, Trotte",20,,,879,BLT Auto,2769,Münchenstein,BL,*,*,,,"613,725","262,432",297,Bus,Fahrplan,,,
8594683,85,94683,0,"Münchenstein, Zelgweg",21,,,879,BLT Auto,2769,Münchenstein,BL,*,*,,,"614,041","262,465",336,Bus,Fahrplan,,,
8588789,85,88789,3,"Münchenstein, Zollweiden",24,,,37,BLT-blt,2769,Münchenstein,BL,*,*,,,"613,446","263,614",334,Bus_Tram,Fahrplan,,,
8578180,85,78180,7,"Münchenstein,Motorfahrzeug-Prü",30,,,879,BLT Auto,2769,Münchenstein,BL,*,*,,,"612,388","263,908",285,Bus,Fahrplan,,,
8500085,85,85,1,Niederdorf,10,,NDF,94,BLT-wb,2891,Niederdorf,BL,*,*,,,"623,643","250,444",469,Zug,Fahrplan,,,
8592306,85,92306,0,"Niederdorf, Hirschlang",22,,,811,AAGL,2891,Niederdorf,BL,*,*,,,"623,884","251,087",481,Bus,Fahrplan,,,
8592307,85,92307,8,"Niederdorf, Station",19,,,811,AAGL,2891,Niederdorf,BL,*,*,,,"623,637","250,466",481,Bus,Fahrplan,,,
8578267,85,78267,2,"Nusshof, Abzw.",14,,,879,BLT Auto,2854,Nusshof,BL,*,*,,,"628,063","260,137",591,Bus,Fahrplan,,,
8578268,85,78268,0,"Nusshof, Dorf",13,,,879,BLT Auto,2854,Nusshof,BL,*,*,,,"627,581","260,223",533,Bus,Fahrplan,,,
8578269,85,78269,8,"Nusshof, Hübel",14,,,879,BLT Auto,2854,Nusshof,BL,*,*,,,"627,616","260,072",550,Bus,Fahrplan,,,
8500213,85,213,9,Oberbuchsiten,13,,OB,11,SBB,2406,Oberbuchsiten,SO,*,*,*,*,"625,189","239,427",442,Bus_Zug,Fahrplan,,,
8500086,85,86,9,Oberdorf BL,11,,ODBL,94,BLT-wb,2892,Oberdorf (BL),BL,*,*,,,"623,426","249,079",499,Zug,Fahrplan,,,
8500088,85,88,5,Oberdorf BL Winkelweg,21,,ODBW,94,BLT-wb,2892,Oberdorf (BL),BL,*,*,,,"623,418","249,637",491,Zug,Fahrplan,,,
8578240,85,78240,9,"Oberdorf BL, Bahnhof",20,,,879,BLT Auto,2892,Oberdorf (BL),BL,*,*,,,"623,436","249,138",508,Bus,Fahrplan,,,
8578241,85,78241,7,"Oberdorf BL, Winkelweg",22,,,879,BLT Auto,2892,Oberdorf (BL),BL,*,*,,,"623,447","249,573",491,Bus,Fahrplan,,,
8578198,85,78198,9,"Oberwil BL, Auf der Wacht",25,,,879,BLT Auto,2771,Oberwil (BL),BL,*,*,,,"609,421","263,471",297,Bus,Fahrplan,,,
8588711,85,88711,7,"Oberwil BL, Baumgartenweg",25,,,879,BLT Auto,2771,Oberwil (BL),BL,*,*,,,"608,802","262,998",301,Bus,Fahrplan,,,
8587559,85,87559,1,"Oberwil BL, Bertschenacker",26,,,879,BLT Auto,2771,Oberwil (BL),BL,*,*,,,"608,942","263,819",297,Bus,Fahrplan,,,
8589985,85,89985,6,"Oberwil BL, Bleimatt",20,,,879,BLT Auto,2771,Oberwil (BL),BL,*,*,,,"609,056","262,167",298,Bus,Fahrplan,,,
8589982,85,89982,3,"Oberwil BL, Bottmingerstrasse",29,,,879,BLT Auto,2771,Oberwil (BL),BL,*,*,,,"609,300","262,761",298,Bus,Fahrplan,,,
8578199,85,78199,7,"Oberwil BL, Bündtenweg",22,,,879,BLT Auto,2771,Oberwil (BL),BL,*,*,,,"609,054","262,910",297,Bus,Fahrplan,,,
8589984,85,89984,9,"Oberwil BL, Drei Linden",23,,,879,BLT Auto,2771,Oberwil (BL),BL,*,*,,,"609,180","262,260",300,Bus,Fahrplan,,,
8589981,85,89981,5,"Oberwil BL, Goldbrunnen",23,,,879,BLT Auto,2771,Oberwil (BL),BL,*,*,,,"609,547","262,569",336,Bus,Fahrplan,,,
8593505,85,93505,6,"Oberwil BL, Gymnasium",21,,,879,BLT Auto,2771,Oberwil (BL),BL,*,*,,,"608,272","263,556",347,Bus,Fahrplan,,,
8589979,85,89979,9,"Oberwil BL, Hallenrain",22,,,879,BLT Auto,2771,Oberwil (BL),BL,*,*,,,"609,472","262,775",305,Bus,Fahrplan,,,
8589978,85,89978,1,"Oberwil BL, Hochletten",22,,,879,BLT Auto,2771,Oberwil (BL),BL,*,*,,,"609,759","262,862",324,Bus,Fahrplan,,,
8588714,85,88714,1,"Oberwil BL, Hohestrasse",23,,,879,BLT Auto,2771,Oberwil (BL),BL,*,*,,,"608,644","263,268",352,Bus,Fahrplan,,,
8500072,85,72,9,"Oberwil BL, Hüslimatt",21,,HLIM,37,BLT-blt,2771,Oberwil (BL),BL,*,*,,,"608,788","261,761",294,Bus_Tram,Fahrplan,,,
8593506,85,93506,4,"Oberwil BL, Im Buech",20,,,879,BLT Auto,2771,Oberwil (BL),BL,*,*,,,"607,864","264,124",340,Bus,Fahrplan,,,
8589983,85,89983,1,"Oberwil BL, Langegasse",22,,,879,BLT Auto,2771,Oberwil (BL),BL,*,*,,,"609,220","262,472",296,Bus,Fahrplan,,,
8589980,85,89980,7,"Oberwil BL, Lätten",18,,,879,BLT Auto,2771,Oberwil (BL),BL,*,*,,,"609,697","262,576",332,Bus,Fahrplan,,,
8588713,85,88713,3,"Oberwil BL, Mühlematt",21,,,879,BLT Auto,2771,Oberwil (BL),BL,*,*,,,"608,772","262,065",301,Bus,Fahrplan,,,
8594162,85,94162,5,"Oberwil BL, Rohrhagstrasse",26,,,879,BLT Auto,2771,Oberwil (BL),BL,*,*,,,"609,583","262,911",306,Bus,Fahrplan,,,
8578203,85,78203,7,"Oberwil BL, Rüti",16,,,879,BLT Auto,2771,Oberwil (BL),BL,*,*,,,"607,739","262,098",339,Bus,Fahrplan,,,
8578201,85,78201,1,"Oberwil BL, Schwanen",20,,,879,BLT Auto,2771,Oberwil (BL),BL,*,*,,,"608,721","262,506",297,Bus,Fahrplan,,,
8588790,85,88790,1,"Oberwil BL, Stallen",19,,OSTA,37,BLT-blt,2771,Oberwil (BL),BL,*,*,,,"609,420","263,146",297,Tram,Fahrplan,,,
8578202,85,78202,9,"Oberwil BL, Vorderberg",22,,,879,BLT Auto,2771,Oberwil (BL),BL,*,*,,,"608,111","262,206",297,Bus,Fahrplan,,,
8500063,85,63,8,"Oberwil BL, Zentrum",19,,OW,37,BLT-blt,2771,Oberwil (BL),BL,*,*,,*,"609,090","262,675",297,Bus_Tram,Fahrplan,,,
8500212,85,212,1,Oensingen,9,,OEN,11,SBB,2407,Oensingen,SO,*,*,*,*,"620,519","237,161",462,Bus_Zug,Fahrplan,,,
8500218,85,218,8,Olten,5,,OL,11,SBB,2581,Olten,SO,*,*,,*,"635,441","244,670",396,Bus_Zug,Fahrplan,,,
8500217,85,217,0,Olten Hammer,12,,OLH,11,SBB,2581,Olten,SO,*,*,*,*,"634,689","244,290",403,Bus_Zug,Fahrplan,,,
